n_e_cm3,R_Te15800,R_Te17300,R_Te18800
7.244359600749899073e+02,4.228258118969793755e-02,3.701153021592679809e-02,3.315225222861859639e-02
7.413102413009177099e+02,4.149251739739392986e-02,3.632780449357409652e-02,3.254620836840911580e-02
7.585775750291835493e+02,4.071046569756588823e-02,3.565074553093060261e-02,3.194585885980483209e-02
7.762471166286919697e+02,3.993657003890336427e-02,3.498048459246050346e-02,3.135132522722592491e-02
7.943282347242812875e+02,3.917096725886939218e-02,3.431714694620957573e-02,3.076272381634273523e-02
8.128305161640995493e+02,3.841378702745676388e-02,3.366085180136095534e-02,3.018016572786536011e-02
8.317637711026708303e+02,3.766515180293859150e-02,3.301171225613810239e-02,2.960375676044313051e-02
8.511380382023768334e+02,3.692517679950502174e-02,3.236983525599875650e-02,2.903359736265479635e-02
8.709635899560805683e+02,3.619396996665053684e-02,3.173532156203939802e-02,2.846978259404817080e-02
8.912509381337458763e+02,3.547163198014619684e-02,3.110826572950231572e-02,2.791240209516299142e-02
9.120108393559096385e+02,3.475825624440712774e-02,3.048875609625569666e-02,2.736154006644984232e-02
9.332543007969915152e+02,3.405392890603736039e-02,2.987687478109038453e-02,2.681727525597520437e-02
9.549925860214359545e+02,3.335872887831200367e-02,2.927269769165824487e-02,2.627968095578290739e-02
9.772372209558111535e+02,3.267272787633236641e-02,2.867629454185286267e-02,2.574882500676105648e-02
1.000000000000000000e+03,3.199599046256980384e-02,2.808772887841543692e-02,2.522476981184657019e-02
1.023292992280754675e+03,3.132857410249274138e-02,2.750705811652847180e-02,2.470757235737925869e-02
1.047128548050899553e+03,3.067052922995411324e-02,2.693433358414357159e-02,2.419728424240299297e-02
1.071519305237607114e+03,3.002189932199846381e-02,2.636960057477196265e-02,2.369395171569353004e-02
1.096478196143185187e+03,2.938272098273370450e-02,2.581289840845290423e-02,2.319761572027978502e-02
1.122018454301964084e+03,2.875302403589731493e-02,2.526426050059975281e-02,2.270831194521040486e-02
1.148153621496882806e+03,2.813283162573598783e-02,2.472371443841276523e-02,2.222607088430636132e-02
1.174897554939530210e+03,2.752216032580500835e-02,2.419128206453477481e-02,2.175091790162776012e-02
1.202264434617413144e+03,2.692102025528610859e-02,2.366697956761792954e-02,2.128287330337426050e-02
1.230268770812381035e+03,2.632941520241311936e-02,2.315081757945914101e-02,2.082195241592833812e-02
1.258925411794167530e+03,2.574734275458921695e-02,2.264280127835642184e-02,2.036816566974383735e-02
1.288249551693133526e+03,2.517479443477430023e-02,2.214293049833110372e-02,1.992151868877483495e-02
1.318256738556407527e+03,2.461175584371655747e-02,2.165119984385609903e-02,1.948201238513422306e-02
1.348962882591653170e+03,2.405820680760167515e-02,2.116759880972775981e-02,1.904964305866768681e-02
1.380384264602885196e+03,2.351412153068983130e-02,2.069211190571474887e-02,1.862440250112401205e-02
1.412537544622754012e+03,2.297946875251308946e-02,2.022471878561800732e-02,1.820627810460141369e-02
1.445439770745927945e+03,2.245421190920524751e-02,1.976539438037348828e-02,1.779525297394716002e-02
1.479108388168207284e+03,2.193830929854038644e-02,1.931410903483212621e-02,1.739130604278816758e-02
1.513561248436208643e+03,2.143171424825878954e-02,1.887082864785171246e-02,1.699441219286971019e-02
1.548816618912481090e+03,2.093437528726462341e-02,1.843551481533939676e-02,1.660454237638180411e-02
1.584893192461114040e+03,2.044623631928468854e-02,1.800812497588610145e-02,1.622166374095412172e-02
1.621810097358929852e+03,1.996723679858505851e-02,1.758861255863992598e-02,1.584573975700401954e-02
1.659586907437561422e+03,1.949731190734923722e-02,1.717692713306974081e-02,1.547673034712561749e-02
1.698243652461744205e+03,1.903639273433054002e-02,1.677301456027774015e-02,1.511459201721292861e-02
1.737800828749376251e+03,1.858440645440012293e-02,1.637681714552534362e-02,1.475927798901460059e-02
1.778279410038922833e+03,1.814127650862255164e-02,1.598827379164573237e-02,1.441073833382487679e-02
1.819700858609984380e+03,1.770692278450062759e-02,1.560732015302339869e-02,1.406892010702063406e-02
1.862087136662867579e+03,1.728126179604342824e-02,1.523388878983112510e-02,1.373376748316278324e-02
1.905460717963248271e+03,1.686420686332228830e-02,1.486790932222320331e-02,1.340522189138688459e-02
1.949844599758045433e+03,1.645566829119262178e-02,1.450930858419445350e-02,1.308322215081703446e-02
1.995262314968880901e+03,1.605555354687129843e-02,1.415801077682431186e-02,1.276770460574470044e-02
2.041737944669529497e+03,1.566376743607344330e-02,1.381393762063665848e-02,1.245860326032421396e-02
2.089296130854040712e+03,1.528021227742491599e-02,1.347700850681654398e-02,1.215584991254501680e-02
2.137962089502232629e+03,1.490478807488152674e-02,1.314714064703712340e-02,1.185937428725154785e-02
2.187761623949551904e+03,1.453739268789892500e-02,1.282424922166108296e-02,1.156910416799061814e-02
2.238721138568339939e+03,1.417792199911235666e-02,1.250824752609334088e-02,1.128496552747720698e-02
2.290867652767772597e+03,1.382627007929911056e-02,1.219904711507374846e-02,1.100688265647967699e-02
2.344228815319922887e+03,1.348232934941074983e-02,1.189655794471041785e-02,1.073477829093591462e-02
2.398832919019489964e+03,1.314599073947748074e-02,1.160068851206735689e-02,1.046857373712309011e-02
2.454708915685031116e+03,1.281714384420041576e-02,1.131134599213154748e-02,1.020818899471401080e-02
2.511886431509579779e+03,1.249567707506275133e-02,1.102843637199796105e-02,9.953542877564570610e-03
2.570395782768864592e+03,1.218147780880454202e-02,1.075186458212251672e-02,9.704553132086983155e-03
2.630267991895381329e+03,1.187443253212046475e-02,1.048153462450598927e-02,9.461136553075098071e-03
2.691534803926916538e+03,1.157442698245340039e-02,1.021734969768347406e-02,9.223209096858402817e-03
2.754228703338166270e+03,1.128134628477115223e-02,9.959212318406773443e-03,8.990685991672435137e-03
2.818382931264454783e+03,1.099507508422654933e-02,9.707024439918240585e-03,8.763481845143772722e-03
2.884031503126605912e+03,1.071549767461499846e-02,9.460687566727099887e-03,8.541510748798488914e-03
2.951209226666387167e+03,1.044249812255618540e-02,9.220102865810002671e-03,8.324686379513132270e-03
3.019951720402016235e+03,1.017596038733968589e-02,8.985171274169773820e-03,8.112922097837706528e-03
3.090295432513592004e+03,9.915768436386186019e-03,8.755793602696166841e-03,7.906131043129798613e-03
3.162277660168379498e+03,9.661806356288377487e-03,8.531870636284326001e-03,7.704226225449100143e-03
3.235936569296284233e+03,9.413958459406740129e-03,8.313303230176007780e-03,7.507120614170597998e-03
3.311311214825911065e+03,9.172109386007099019e-03,8.099992402499455943e-03,7.314727223284500299e-03
3.388441561392027324e+03,8.936144201936922077e-03,7.891839422992933534e-03,7.126959193359147689e-03
3.467368504525316894e+03,8.705948491848204338e-03,7.688745897906724101e-03,6.943729870152532541e-03
3.548133892335756627e+03,8.481408447984084900e-03,7.490613851086866046e-03,6.764952879865651983e-03
3.630780547701013802e+03,8.262410954556084763e-03,7.297345801252964372e-03,6.590542201039419935e-03
3.715352290971727598e+03,8.048843667747324418e-03,7.108844835490068202e-03,6.420412233103992179e-03
3.801893963205612636e+03,7.840595091385769294e-03,6.925014678982745198e-03,6.254477861597032909e-03
3.890451449942804629e+03,7.637554648339018280e-03,6.745759761026456740e-03,6.092654520073930401e-03
3.981071705534973262e+03,7.439612747690059133e-03,6.570985277358506495e-03,5.934858248739858025e-03
4.073802778041126203e+03,7.246660847759622305e-03,6.400597248857093843e-03,5.781005749839434986e-03
4.168693834703354696e+03,7.058591515047603869e-03,6.234502576663079540e-03,5.631014439845571581e-03
4.265795188015925305e+03,6.875298479171771879e-03,6.072609093784812895e-03,5.484802498494634887e-03
4.365158322401661280e+03,6.696676683887148665e-03,5.914825613251229602e-03,5.342288914719777945e-03
4.466835921509630680e+03,6.522622334274679606e-03,5.761061972883590142e-03,5.203393529539230775e-03
4.570881896148751366e+03,6.353032940191826079e-03,5.611229076760125729e-03,5.068037075960246836e-03
4.677351412871980756e+03,6.187807356082055364e-03,5.465238933452145308e-03,4.936141215963711117e-03
4.786300923226384839e+03,6.026845817243261204e-03,5.323004691113354149e-03,4.807628574637445688e-03
4.897788193684461476e+03,5.870049972658623362e-03,5.184440669507580680e-03,4.682422771529862887e-03
5.011872336272725079e+03,5.717322914495488392e-03,5.049462389062385828e-03,4.560448449298061362e-03
5.128613839913648007e+03,5.568569204380627649e-03,4.917986597038914026e-03,4.441631299727213239e-03
5.248074602497727938e+03,5.423694896561353541e-03,4.789931290909782251e-03,4.325898087199930332e-03
5.370317963702526868e+03,5.282607558063976035e-03,4.665215739038893784e-03,4.213176669696422350e-03
5.495408738576248652e+03,5.145216285961491665e-03,4.543760498757962868e-03,4.103396017407381566e-03
5.623413251903491073e+03,5.011431721863563067e-03,4.425487431935847850e-03,3.996486229043116553e-03
5.754399373371572437e+03,4.881166063741678753e-03,4.310319718137053252e-03,3.892378545922941125e-03
5.888436553555889986e+03,4.754333075202768835e-03,4.198181865466557409e-03,3.791005363929869382e-03
6.025595860743580488e+03,4.630848092323862873e-03,4.088999719197675652e-03,3.692300243415574511e-03
6.165950018614822511e+03,4.510628028160056785e-03,3.982700468279974301e-03,3.596197917141099373e-03
6.309573444801936603e+03,4.393591375036894411e-03,3.879212649823350449e-03,3.502634296338320765e-03
6.456542290346556001e+03,4.279658204737383717e-03,3.778466151654069800e-03,3.411546474977061698e-03
6.606934480075964530e+03,4.168750166692248259e-03,3.680392213037301987e-03,3.322872732321969277e-03
6.760829753919819268e+03,4.060790484280657128e-03,3.584923423659913417e-03,3.236552533862717233e-03
6.918309709189362366e+03,3.955703949346646951e-03,3.491993720965639713e-03,3.152526530699910345e-03
7.079457843841380964e+03,3.853416915034699186e-03,3.401538385933536822e-03,3.070736557468145556e-03
7.244359600749898163e+03,3.753857287045686032e-03,3.313494037388845220e-03,2.991125628876305925e-03
7.413102413009177326e+03,3.656954513412065920e-03,3.227798624933548959e-03,2.913637934943699454e-03
7.585775750291835720e+03,3.562639572888983037e-03,3.144391420582216476e-03,2.838218835009257476e-03
7.762471166286919470e+03,3.470844962055181452e-03,3.063213009186378614e-03,2.764814850589148582e-03
7.943282347242813557e+03,3.381504681215213599e-03,2.984205277728856163e-03,2.693373657156565050e-03
8.128305161640994811e+03,3.294554219191543273e-03,2.907311403566955124e-03,2.623844074915417796e-03
8.317637711026709439e+03,3.209930537092534671e-03,2.832475841701392275e-03,2.556176058637890398e-03
8.511380382023768107e+03,3.127572051139291057e-03,2.759644311145222333e-03,2.490320686633610073e-03
8.709635899560806138e+03,3.047418614631625198e-03,2.688763780464800256e-03,2.426230148916306509e-03
8.912509381337458763e+03,2.969411499130341150e-03,2.619782452562213586e-03,2.363857734631529244e-03
9.120108393559095930e+03,2.893493374930238352e-03,2.552649748766251409e-03,2.303157818806989780e-03
9.332543007969914470e+03,2.819608290895132558e-03,2.487316292296305915e-03,2.244085848484778795e-03
9.549925860214360000e+03,2.747701653723434289e-03,2.423733891161281885e-03,2.186598328292602405e-03
9.772372209558112445e+03,2.677720206709669534e-03,2.361855520552823447e-03,2.130652805508865578e-03
1.000000000000000000e+04,2.609612008064635634e-03,2.301635304789886698e-03,2.076207854674312712e-03
1.023292992280753606e+04,2.543326408853770117e-03,2.243028498868961107e-03,2.023223061800583523e-03
1.047128548050900645e+04,2.478814030610614061e-03,2.185991469671901607e-03,1.971659008223981997e-03
1.071519305237607114e+04,2.416026742679392315e-03,2.130481676880830073e-03,1.921477254150423574e-03
1.096478196143185050e+04,2.354917639337805128e-03,2.076457653647029600e-03,1.872640321935429121e-03
1.122018454301962993e+04,2.295441016748680195e-03,2.023878987058567048e-03,1.825111679140890364e-03
1.148153621496884080e+04,2.237552349786208969e-03,1.972706298448841447e-03,1.778855721408180999e-03
1.174897554939530346e+04,2.181208268780034706e-03,1.922901223586040171e-03,1.733837755185163977e-03
1.202264434617413099e+04,2.126366536217793018e-03,1.874426392781183663e-03,1.690023980342513681e-03
1.230268770812381081e+04,2.072986023444389845e-03,1.827245410950325112e-03,1.647381472712942637e-03
1.258925411794166212e+04,2.021026687393726127e-03,1.781322837664230194e-03,1.605878166584811520e-03
1.288249551693134890e+04,1.970449547386369724e-03,1.736624167216831507e-03,1.565482837179802246e-03
1.318256738556407436e+04,1.921216662024342360e-03,1.693115808741737019e-03,1.526165083142502332e-03
1.348962882591653215e+04,1.873291106212013812e-03,1.650765066404064974e-03,1.487895309067865197e-03
1.380384264602883741e+04,1.826636948330056381e-03,1.609540119693069274e-03,1.450644708090919948e-03
1.412537544622755377e+04,1.781219227587284640e-03,1.569410003839112437e-03,1.414385244561310430e-03
1.445439770745928035e+04,1.737003931573348177e-03,1.530344590376841703e-03,1.379089636823699686e-03
1.479108388168207239e+04,1.693957974033267729e-03,1.492314567874663970e-03,1.344731340123451590e-03
1.513561248436207097e+04,1.652049172883157929e-03,1.455291422849090861e-03,1.311284529655609319e-03
1.548816618912482772e+04,1.611246228484611862e-03,1.419247420880879627e-03,1.278724083773627538e-03
1.584893192461114086e+04,1.571518702193714463e-03,1.384155587948450537e-03,1.247025567373037137e-03
1.621810097358929852e+04,1.532836995198957192e-03,1.349989691992598863e-03,1.216165215463814496e-03
1.659586907437559785e+04,1.495172327661003922e-03,1.316724224725223909e-03,1.186119916944061931e-03
1.698243652461746024e+04,1.458496718165684138e-03,1.284334383693453785e-03,1.156867198586303443e-03
1.737800828749376160e+04,1.422782963500372408e-03,1.252796054609322087e-03,1.128385209246634754e-03
1.778279410038922651e+04,1.388004618762541179e-03,1.222085793953987115e-03,1.100652704305793515e-03
1.819700858609982606e+04,1.354135977808184482e-03,1.192180811864413303e-03,1.073649030350284006e-03
1.862087136662869307e+04,1.321152054046579845e-03,1.163058955309324285e-03,1.047354110100604755e-03
1.905460717963248317e+04,1.289028561586852114e-03,1.134698691560325672e-03,1.021748427592775697e-03
1.949844599758045661e+04,1.257741896740747784e-03,1.107079091963058658e-03,9.968130136184191487e-04
1.995262314968878854e+04,1.227269119885153687e-03,1.080179816012516144e-03,9.725294314279034650e-04
2.041737944669531498e+04,1.197587937686946059e-03,1.053981095735675305e-03,9.488797627001943624e-04
2.089296130854040894e+04,1.168676685691980629e-03,1.028463720383965664e-03,9.258465937823945899e-04
2.137962089502232266e+04,1.140514311279208380e-03,1.003609021437239712e-03,9.034130022012057349e-04
2.187761623949551722e+04,1.113080356980261773e-03,9.793988579203753968e-04,8.815625434479812915e-04
2.238721138568342212e+04,1.086354944164128053e-03,9.558156020328978679e-04,8.602792380383615179e-04
2.290867652767774780e+04,1.060318757085942096e-03,9.328421250915020684e-04,8.395475588469863233e-04
2.344228815319922796e+04,1.034953027298319986e-03,9.104617837847516154e-04,8.193524187172064946e-04
2.398832919019489782e+04,1.010239518423219950e-03,8.886584067388138145e-04,7.996791583452952891e-04
2.454708915685028478e+04,9.861605112817214188e-04,8.674162813925356602e-04,7.805135344381562050e-04
2.511886431509582326e+04,9.626987893787587606e-04,8.467201411798200295e-04,7.618417081431632211e-04
2.570395782768864592e+04,9.398376247394109274e-04,8.265551530168330132e-04,7.436502337483550870e-04
2.630267991895381419e+04,9.175607640929537212e-04,8.069069050912051379e-04,7.259260476508625328e-04
2.691534803926913810e+04,8.958524154006300595e-04,7.877613949501265263e-04,7.086564575911751289e-04
2.754228703338168998e+04,8.746972347227002786e-04,7.691050178838803198e-04,6.918291321504968505e-04
2.818382931264454965e+04,8.540803134201521447e-04,7.509245556011273160e-04,6.754320905082414252e-04
2.884031503126605821e+04,8.339871656861269373e-04,7.332071651920041072e-04,6.594536924564214702e-04
2.951209226666383984e+04,8.144037164020086813e-04,7.159403683749131263e-04,6.438826286675515282e-04
3.019951720402019055e+04,7.953162893128475639e-04,6.991120410226577073e-04,6.287079112124133000e-04
3.090295432513592095e+04,7.767115955166894797e-04,6.827104029634449480e-04,6.139188643239309757e-04
3.162277660168379225e+04,7.585767222622065951e-04,6.667240080521079663e-04,5.995051154032003020e-04
3.235936569296280868e+04,7.408991220489519408e-04,6.511417345068101293e-04,5.854565862636514897e-04
3.311311214825914794e+04,7.236666020244264920e-04,6.359527755063574400e-04,5.717634846091496645e-04
3.388441561392027506e+04,7.068673136721027438e-04,6.211466300431892160e-04,5.584162957417969928e-04
3.467368504525316530e+04,6.904897427844471991e-04,6.067130940270058434e-04,5.454057744950743022e-04
3.548133892335752898e+04,6.745226997150117251e-04,5.926422516339979220e-04,5.327229373879493936e-04
3.630780547701017349e+04,6.589553099035598679e-04,5.789244668965449472e-04,5.203590549954851315e-04
3.715352290971727780e+04,6.437770046682387767e-04,5.655503755282599142e-04,5.083056445314635937e-04
3.801893963205612818e+04,6.289775122587651021e-04,5.525108769792127540e-04,4.965544626385106882e-04
3.890451449942804902e+04,6.145468491646434352e-04,5.397971267162041077e-04,4.850974983812036912e-04
3.981071705534977082e+04,6.004753116724233838e-04,5.274005287229172534e-04,4.739269664376188451e-04
4.073802778041130659e+04,5.867534676660636148e-04,5.153127282148408338e-04,4.630353004848035306e-04
4.168693834703355242e+04,5.733721486644729288e-04,5.035256045638293381e-04,4.524151467736427842e-04
4.265795188015925669e+04,5.603224420904005625e-04,4.920312644272589308e-04,4.420593578886473918e-04
4.365158322401656187e+04,5.475956837648575642e-04,4.808220350767255938e-04,4.319609866881843406e-04
4.466835921509634500e+04,5.351834506213393444e-04,4.698904579213093670e-04,4.221132804207251084e-04
4.570881896148751548e+04,5.230775536341880205e-04,4.592292822204761186e-04,4.125096750127271684e-04
4.677351412871981302e+04,5.112700309554891239e-04,4.488314589817308901e-04,4.031437895237889157e-04
4.786300923226380110e+04,4.997531412550115099e-04,4.386901350382270632e-04,3.940094207648093486e-04
4.897788193684466387e+04,4.885193572577496181e-04,4.287986473015818929e-04,3.851005380748917539e-04
5.011872336272725079e+04,4.775613594737361956e-04,4.191505171852296166e-04,3.764112782528309851e-04
5.128613839913647826e+04,4.668720301148685642e-04,4.097394451937047652e-04,3.679359406390486469e-04
5.248074602497722663e+04,4.564444471936096397e-04,4.005593056733545597e-04,3.596689823439425723e-04
5.370317963702532870e+04,4.462718787984922930e-04,3.916041417200238862e-04,3.516050136186540075e-04
5.495408738576248288e+04,4.363477775414785378e-04,3.828681602393691581e-04,3.437387933643474246e-04
5.623413251903490891e+04,4.266657751722992969e-04,3.743457271555078935e-04,3.360652247761467806e-04
5.754399373371566617e+04,4.172196773550336394e-04,3.660313627638393731e-04,3.285793511179785635e-04
5.888436553555895807e+04,4.080034586022586430e-04,3.579197372239147816e-04,3.212763516246109979e-04
6.025595860743580852e+04,3.990112573622203534e-04,3.500056661883522795e-04,3.141515375272826483e-04
6.165950018614822329e+04,3.902373712545675996e-04,3.422841065638593445e-04,3.072003481993662447e-04
6.309573444801929872e+04,3.816762524503113162e-04,3.347501524005356372e-04,3.004183474186181211e-04
6.456542290346562368e+04,3.733225031917523050e-04,3.273990309056932883e-04,2.938012197426136465e-04
6.606934480075964530e+04,3.651708714482419121e-04,3.202260985785416038e-04,2.873447669940669240e-04
6.760829753919818904e+04,3.572162467037254719e-04,3.132268374621478054e-04,2.810449048527950016e-04
6.918309709189362184e+04,3.494536558721360103e-04,3.063968515092008898e-04,2.748976595511804562e-04
7.079457843841388240e+04,3.418782593367936801e-04,2.997318630581669464e-04,2.688991646700480118e-04
7.244359600749905803e+04,3.344853471100738451e-04,2.932277094165282511e-04,2.630456580319598674e-04
7.413102413009176962e+04,3.272703351096887528e-04,2.868803395478675155e-04,2.573334786889957745e-04
7.585775750291836448e+04,3.202287615480586477e-04,2.806858108596659517e-04,2.517590640021788277e-04
7.762471166286911466e+04,3.133562834313006053e-04,2.746402860887420922e-04,2.463189468097626809e-04
7.943282347242820833e+04,3.066486731644918365e-04,2.687400302813573423e-04,2.410097526816834014e-04
8.128305161640995357e+04,3.001018152599434761e-04,2.629814078650938259e-04,2.358281972575456851e-04
8.317637711026708712e+04,2.937117031453039657e-04,2.573608798096763822e-04,2.307710836655803538e-04
8.511380382023759012e+04,2.874744360684206501e-04,2.518750008740108619e-04,2.258353000200948903e-04
8.709635899560814141e+04,2.813862160959582450e-04,2.465204169367695244e-04,2.210178169949916533e-04
8.912509381337459490e+04,2.754433452028703564e-04,2.412938624079405338e-04,2.163156854710080986e-04
9.120108393559097021e+04,2.696422224498913568e-04,2.361921577188223276e-04,2.117260342543888748e-04
9.332543007969905739e+04,2.639793412463184896e-04,2.312122068880357911e-04,2.072460678647822490e-04
9.549925860214368731e+04,2.584512866954157624e-04,2.263509951611738711e-04,2.028730643901977709e-04
9.772372209558112081e+04,2.530547330198626974e-04,2.216055867217979535e-04,1.986043734069417176e-04
1.000000000000000000e+05,2.477864410647370903e-04,2.169731224715457064e-04,1.944374139624935110e-04
1.023292992280753679e+05,2.426432558756120813e-04,2.124508178771918217e-04,1.903696726193628691e-04
1.047128548050900717e+05,2.376221043494050622e-04,2.080359608825585482e-04,1.863987015580102259e-04
1.071519305237607041e+05,2.327199929556996436e-04,2.037259098832450881e-04,1.825221167369833460e-04
1.096478196143185050e+05,2.279340055263206154e-04,1.995180917621978934e-04,1.787375961084666993e-04
1.122018454301962920e+05,2.232613011110266994e-04,1.954099999842153455e-04,1.750428778875107692e-04
1.148153621496884007e+05,2.186991118972320819e-04,1.913991927475278468e-04,1.714357588732432175e-04
1.174897554939530382e+05,2.142447411917505979e-04,1.874832911906617596e-04,1.679140928204347341e-04
1.202264434617413062e+05,2.098955614626043912e-04,1.836599776528406529e-04,1.644757888598230859e-04
1.230268770812381117e+05,2.056490124390121911e-04,1.799269939862446429e-04,1.611188099656691588e-04
1.258925411794168758e+05,2.015025992677249307e-04,1.762821399184888406e-04,1.578411714690492276e-04
1.288249551693134854e+05,1.974538907239361185e-04,1.727232714637444747e-04,1.546409396154457491e-04
1.318256738556407508e+05,1.935005174750472831e-04,1.692482993809633690e-04,1.515162301652346675e-04
1.348962882591653324e+05,1.896401703956334013e-04,1.658551876777314188e-04,1.484652070357247956e-04
1.380384264602883777e+05,1.858705989319924424e-04,1.625419521583071835e-04,1.454860809834323447e-04
1.412537544622755377e+05,1.821896095147256380e-04,1.593066590144605788e-04,1.425771083253261808e-04
1.445439770745928108e+05,1.785950640178403251e-04,1.561474234577630573e-04,1.397365896978178712e-04
1.479108388168207312e+05,1.750848782629135867e-04,1.530624083920260675e-04,1.369628688523021108e-04
1.513561248436207243e+05,1.716570205669085006e-04,1.500498231246302772e-04,1.342543314861067852e-04
1.548816618912482809e+05,1.683095103322732977e-04,1.471079221155207131e-04,1.316094041077297888e-04
1.584893192461114086e+05,1.650404166780038465e-04,1.442350037626925405e-04,1.290265529352942252e-04
1.621810097358929925e+05,1.618478571103852269e-04,1.414294092230173065e-04,1.265042828271715884e-04
1.659586907437559566e+05,1.587299962321793835e-04,1.386895212673119751e-04,1.240411362437708772e-04
1.698243652461745951e+05,1.556850444890577263e-04,1.360137631685750885e-04,1.216356922395131582e-04
1.737800828749376233e+05,1.527112569521214000e-04,1.334005976223584099e-04,1.192865654840498407e-04
1.778279410038922797e+05,1.498069321353843639e-04,1.308485256982690192e-04,1.169924053118084829e-04
1.819700858609982533e+05,1.469704108471392521e-04,1.283560858216368952e-04,1.147518947989845681e-04
1.862087136662869307e+05,1.442000750741528219e-04,1.259218527844083049e-04,1.125637498671230256e-04
1.905460717963248317e+05,1.414943468976772884e-04,1.235444367843586359e-04,1.104267184124618740e-04
1.949844599758045515e+05,1.388516874402932505e-04,1.212224824917469132e-04,1.083395794602377078e-04
1.995262314968878927e+05,1.362705958426373230e-04,1.189546681425647393e-04,1.063011423431793010e-04
2.041737944669531716e+05,1.337496082690908946e-04,1.167397046575571393e-04,1.043102459034397775e-04
2.089296130854040966e+05,1.312872969415453865e-04,1.145763347862234244e-04,1.023657577172442680e-04
2.137962089502232557e+05,1.288822692003780031e-04,1.124633322750252540e-04,1.004665733415483744e-04
2.187761623949551722e+05,1.265331665918114886e-04,1.103995010590649509e-04,9.861161558203514297e-05
2.238721138568342431e+05,1.242386639808482074e-04,1.083836744765097543e-04,9.679983378178954809e-05
2.290867652767774707e+05,1.219974686890023673e-04,1.064147145050702367e-04,9.503020313001988792e-05
2.344228815319922578e+05,1.198083196560741954e-04,1.044915110198565300e-04,9.330172399020890948e-05
2.398832919019489782e+05,1.176699866252396383e-04,1.026129810719649725e-04,9.161342124710412569e-05
2.454708915685028478e+05,1.155812693507478453e-04,1.007780681871638719e-04,8.996434367197176187e-05
2.511886431509582035e+05,1.135409968275457329e-04,9.898574168406757117e-05,8.835356330555762118e-05
2.570395782768864592e+05,1.115480265421677793e-04,9.723499601121349885e-05,8.678017485821974718e-05
2.630267991895381710e+05,1.096012437442521817e-04,9.552485010246678930e-05,8.524329512671035267e-05
2.691534803926913883e+05,1.076995607380661687e-04,9.385434675020500549e-05,8.374206242710578773e-05
2.754228703338169144e+05,1.058419161934414044e-04,9.222255199574700248e-05,8.227563604339708993e-05
2.818382931264454965e+05,1.040272744755404934e-04,9.062855453651042057e-05,8.084319569127049166e-05
2.884031503126605530e+05,1.022546249928931735e-04,8.907146514939504999e-05,7.944394099662092023e-05
2.951209226666383911e+05,1.005229815631627106e-04,8.755041612991310734e-05,7.807709098835951113e-05
3.019951720402018982e+05,9.883138179611446130e-05,8.606456074659403672e-05,7.674188360508721319e-05
3.090295432513591950e+05,9.717888649328119098e-05,8.461307271021333628e-05,7.543757521522198746e-05
3.162277660168379080e+05,9.556457906383073494e-05,8.319514565740465455e-05,7.416344015017921755e-05
3.235936569296281086e+05,9.398756495616276399e-05,8.180999264823334807e-05,7.291877025022007355e-05
3.311311214825914358e+05,9.244697110477192949e-05,8.045684567731829697e-05,7.170287442259215376e-05
3.388441561392027652e+05,9.094194539193260784e-05,7.913495519810623139e-05,7.051507821160139171e-05
3.467368504525316530e+05,8.947165612377096710e-05,7.784358965991115614e-05,6.935472338026232094e-05
3.548133892335753189e+05,8.803529152030940450e-05,7.658203505734906573e-05,6.822116750319044557e-05
3.630780547701017349e+05,8.663205921907576261e-05,7.534959449180429487e-05,6.711378357040474762e-05
3.715352290971727925e+05,8.526118579188697068e-05,7.414558774458065462e-05,6.603195960172530260e-05
3.801893963205612381e+05,8.392191627442511972e-05,7.296935086139610146e-05,6.497509827145439001e-05
3.890451449942804757e+05,8.261351370824063570e-05,7.182023574789586856e-05,6.394261654304633140e-05
3.981071705534977373e+05,8.133525869482442544e-05,7.069760977586541197e-05,6.293394531347454106e-05
4.073802778041130514e+05,8.008644896140512692e-05,6.960085539983613945e-05,6.194852906701809811e-05
4.168693834703355096e+05,7.886639893813549680e-05,6.852936978378546809e-05,6.098582553819446509e-05
4.265795188015925814e+05,7.767443934634617111e-05,6.748256443764423594e-05,6.004530538357848347e-05
4.365158322401656187e+05,7.650991679755090322e-05,6.645986486333105238e-05,5.912645186225190985e-05
4.466835921509634936e+05,7.537219340290071895e-05,6.546071021004276700e-05,5.822876052463731787e-05
4.570881896148751839e+05,7.426064639279163855e-05,6.448455293854007606e-05,5.735173890947913575e-05
4.677351412871981156e+05,7.317466774633957357e-05,6.353085849417209653e-05,5.649490624873841784e-05
4.786300923226380255e+05,7.211366383044790580e-05,6.259910498839569139e-05,5.565779318017952224e-05
4.897788193684466532e+05,7.107705504819652141e-05,6.168878288854957133e-05,5.483994146743079043e-05
5.011872336272724788e+05,7.006427549629511413e-05,6.079939471565260390e-05,5.404090372730864956e-05
5.128613839913647971e+05,6.907477263134575302e-05,5.993045475000101249e-05,5.326024316420197149e-05
5.248074602497722954e+05,6.810800694467301908e-05,5.908148874434866152e-05,5.249753331131848979e-05
5.370317963702533161e+05,6.716345164548249513e-05,5.825203364445815448e-05,5.175235777860224482e-05
5.495408738576248288e+05,6.624059235211954689e-05,5.744163731682001275e-05,5.102431000713655688e-05
5.623413251903491328e+05,6.533892679120349115e-05,5.664985828333989981e-05,5.031299302985137070e-05
5.754399373371566180e+05,6.445796450442307533e-05,5.587626546280338968e-05,4.961801923836223075e-05
